=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.09.02 16:22:36 =~=~=~=~=~=~=~=~=~=~=~=,,,,,,,
,,,,,,,
Tiempo ,CONTROL,VELOCIDA,REFERENC,,,,
7.6,2.873,4.188,4,,,,
7.605,2.887,4.162,4,,,,
7.61,2.948,4.09,4,,,,
7.615,2.888,4.148,4,,,,
7.62,2.846,4.182,4,,,,
7.625,2.892,4.125,4,,,,
7.63,2.912,4.098,4,,,,
7.635,2.865,4.14,4,,,,
7.64,2.851,4.148,4,,,,
7.645,2.876,4.113,4,,,,
7.65,2.885,4.098,4,,,,
7.655,2.86,4.117,4,,,,
7.66,2.856,4.115,4,,,,
7.665,2.858,4.108,4,,,,
7.67,2.857,4.102,4,,,,
7.675,2.863,4.09,4,,,,
7.68,2.856,4.092,4,,,,
7.685,2.856,4.088,4,,,,
7.69,2.865,4.072,4,,,,
7.695,2.857,4.078,4,,,,
7.7,2.838,4.092,4,,,,
7.705,2.852,4.072,4,,,,
7.71,2.865,4.055,4,,,,
7.715,2.843,4.075,4,,,,
7.72,2.822,4.092,4,,,,
7.725,2.866,4.043,4,,,,
7.73,2.911,3.993,4,,,,
7.735,2.844,4.062,4,,,,
7.74,2.807,4.098,4,,,,
7.745,2.857,4.04,4,,,,
7.75,2.899,3.995,4,,,,
7.755,2.846,4.05,4,,,,
7.76,2.817,4.078,4,,,,
7.765,2.849,4.04,4,,,,
7.77,2.873,4.012,4,,,,
7.775,2.836,4.05,4,,,,
7.78,2.841,4.043,4,,,,
7.785,2.858,4.023,4,,,,
7.79,2.857,4.023,4,,,,
7.795,2.793,4.088,4,,,,
7.8,2.822,4.053,4,,,,
7.805,2.879,3.99,4,,,,
7.81,2.885,3.985,4,,,,
7.815,2.808,4.065,4,,,,
7.82,2.795,4.075,4,,,,
7.825,2.847,4.017,4,,,,
7.83,2.862,4,4,,,,
7.835,2.836,4.027,4,,,,
7.84,2.849,4.012,4,,,,
7.845,2.872,3.988,4,,,,
7.85,2.837,4.025,4,,,,
7.855,2.802,4.06,4,,,,
7.86,2.844,4.012,4,,,,
7.865,2.89,3.965,4,,,,
7.87,2.843,4.015,4,,,,
7.875,2.842,4.015,4,,,,
7.88,2.866,3.99,4,,,,
7.885,2.861,3.995,4,,,,
7.89,2.789,4.07,4,,,,
7.895,2.814,4.04,4,,,,
7.9,2.873,3.977,4,,,,
7.905,2.891,3.96,4,,,,
7.91,2.833,4.023,4,,,,
7.915,2.829,4.025,4,,,,
7.92,2.857,3.995,4,,,,
7.925,2.835,4.017,4,,,,
7.93,2.815,4.037,4,,,,
7.935,2.854,3.995,4,,,,
7.94,2.895,3.952,4,,,,
7.945,2.857,3.995,4,,,,
7.95,2.838,4.015,4,,,,
7.955,2.859,3.993,4,,,,
7.96,2.861,3.99,4,,,,
7.965,2.799,4.055,4,,,,
7.97,2.813,4.037,4,,,,
7.975,2.874,3.972,4,,,,
7.98,2.895,3.952,4,,,,
7.985,2.83,4.023,4,,,,
7.99,2.824,4.027,4,,,,
7.995,2.853,3.995,4,,,,
8,2.837,4.012,4,,,,
8.005,2.812,4.037,4,,,,
8.01,2.861,3.985,4,,,,
8.015,2.902,3.943,4,,,,
8.02,2.85,4,4,,,,
8.025,2.838,4.012,4,,,,
8.03,2.854,3.995,4,,,,
8.035,2.864,3.985,4,,,,
8.04,2.795,4.057,4,,,,
8.045,2.818,4.03,4,,,,
8.05,2.875,3.97,4,,,,
8.055,2.886,3.96,4,,,,
8.06,2.84,4.01,4,,,,
8.065,2.839,4.01,4,,,,
8.07,2.861,3.988,4,,,,
8.075,2.842,4.008,4,,,,
8.08,2.815,4.035,4,,,,
8.085,2.849,3.997,4,,,,
8.09,2.89,3.955,4,,,,
8.095,2.852,3.997,4,,,,
8.1,2.847,4.003,4,,,,
8.105,2.869,3.98,4,,,,
8.11,2.87,3.98,4,,,,
8.115,2.799,4.055,4,,,,
8.12,2.798,4.053,4,,,,
8.125,2.865,3.98,4,,,,
8.13,2.878,3.967,4,,,,
8.135,2.841,4.008,4,,,,
8.14,2.851,3.997,4,,,,
8.145,2.88,3.967,4,,,,
8.15,2.848,4.003,4,,,,
8.155,2.814,4.037,4,,,,
8.16,2.853,3.995,4,,,,
8.165,2.88,3.967,4,,,,
8.17,2.833,4.017,4,,,,
8.175,2.844,4.005,4,,,,
8.18,2.885,3.963,4,,,,
8.185,2.882,3.967,4,,,,
8.19,2.807,4.047,4,,,,
8.195,2.809,4.043,4,,,,
8.2,2.855,3.993,4,,,,
8.205,2.86,3.988,4,,,,
8.21,2.842,4.008,4,,,,
8.215,2.863,3.985,4,,,,
8.22,2.909,3.938,4,,,,
8.225,2.855,3.997,4,,,,
8.23,2.826,4.027,4,,,,
8.235,2.844,4.008,4,,,,
8.24,2.868,3.983,4,,,,
8.245,2.811,4.043,4,,,,
8.25,2.835,4.015,4,,,,
8.255,2.885,3.963,4,,,,
8.26,2.899,3.95,4,,,,
8.265,2.829,4.025,4,,,,
8.27,2.816,4.037,4,,,,
8.275,2.857,3.993,4,,,,
8.28,2.848,4.003,4,,,,
8.285,2.816,4.035,4,,,,
8.29,2.858,3.99,4,,,,
8.295,2.897,3.95,4,,,,
8.3,2.854,3.997,4,,,,
8.305,2.847,4.005,4,,,,
8.31,2.873,3.977,4,,,,
8.315,2.87,3.983,4,,,,
8.32,2.803,4.053,4,,,,
8.325,2.807,4.045,4,,,,
8.33,2.86,3.988,4,,,,
8.335,2.878,3.97,4,,,,
8.34,2.841,4.01,4,,,,
8.345,2.853,3.997,4,,,,
8.35,2.877,3.972,4,,,,
8.355,2.849,4.003,4,,,,
8.36,2.823,4.03,4,,,,
8.365,2.848,4.003,4,,,,
8.37,2.872,3.977,4,,,,
8.375,2.827,4.025,4,,,,
8.38,2.842,4.008,4,,,,
8.385,2.883,3.965,4,,,,
8.39,2.887,3.963,4,,,,
8.395,2.827,4.027,4,,,,
8.4,2.816,4.037,4,,,,
8.405,2.847,4.003,4,,,,
8.41,2.85,4,4,,,,
8.415,2.828,4.023,4,,,,
8.42,2.865,3.983,4,,,,
8.425,2.912,3.935,4,,,,
8.43,2.858,3.995,4,,,,
8.435,2.841,4.012,4,,,,
8.44,2.864,3.988,4,,,,
8.445,2.868,3.985,4,,,,
8.45,2.798,4.057,4,,,,
8.455,2.812,4.04,4,,,,
8.46,2.873,3.975,4,,,,
8.465,2.876,3.972,4,,,,
8.47,2.847,4.005,4,,,,
8.475,2.863,3.988,4,,,,
8.48,2.898,3.952,4,,,,
8.485,2.845,4.01,4,,,,
8.49,2.818,4.037,4,,,,
8.495,2.852,4,4,,,,
8.5,2.866,3.985,4,,,,
8.505,2.821,4.033,4,,,,
8.51,2.848,4.003,4,,,,
8.515,2.892,3.957,4,,,,
8.52,2.899,3.952,4,,,,
8.525,2.831,4.025,4,,,,
8.53,2.825,4.03,4,,,,
8.535,2.853,4,4,,,,
8.54,2.841,4.012,4,,,,
8.545,2.825,4.027,4,,,,
8.55,2.858,3.993,4,,,,
8.555,2.889,3.96,4,,,,
8.56,2.851,4.003,4,,,,
8.565,2.858,3.995,4,,,,
8.57,2.885,3.967,4,,,,
8.575,2.879,3.975,4,,,,
8.58,2.808,4.05,4,,,,
8.585,2.805,4.05,4,,,,
8.59,2.856,3.995,4,,,,
8.595,2.863,3.988,4,,,,
8.6,2.833,4.02,4,,,,
8.605,2.868,3.983,4,,,,
8.61,2.905,3.945,4,,,,
8.615,2.855,4,4,,,,
8.62,2.838,4.017,4,,,,
8.625,2.863,3.99,4,,,,
8.63,2.864,3.99,4,,,,
8.635,2.797,4.06,4,,,,
8.64,2.82,4.033,4,,,,
8.645,2.876,3.972,4,,,,
8.65,2.88,3.97,4,,,,
8.655,2.843,4.01,4,,,,
8.66,2.86,3.993,4,,,,
8.665,2.882,3.97,4,,,,
8.67,2.85,4.005,4,,,,
8.675,2.825,4.03,4,,,,
8.68,2.853,4,4,,,,
8.685,2.862,3.99,4,,,,
8.69,2.817,4.037,4,,,,
8.695,2.834,4.017,4,,,,
8.7,2.891,3.957,4,,,,
8.705,2.898,3.952,4,,,,
8.71,2.836,4.02,4,,,,
8.715,2.83,4.025,4,,,,
8.72,2.855,3.997,4,,,,
8.725,2.843,4.01,4,,,,
8.73,2.811,4.043,4,,,,
8.735,2.855,3.995,4,,,,
8.74,2.886,3.963,4,,,,
8.745,2.838,4.015,4,,,,
8.75,2.842,4.01,4,,,,
8.755,2.887,3.963,4,,,,
8.76,2.887,3.965,4,,,,
8.765,2.814,4.043,4,,,,
8.77,2.814,4.04,4,,,,
8.775,2.853,3.997,4,,,,
8.78,2.846,4.005,4,,,,
8.785,2.821,4.03,4,,,,
8.79,2.863,3.985,4,,,,
8.795,2.902,3.945,4,,,,
8.8,2.843,4.01,4,,,,
8.805,2.842,4.01,4,,,,
8.81,2.873,3.977,4,,,,
8.815,2.872,3.98,4,,,,
8.82,2.798,4.057,4,,,,
8.825,2.807,4.045,4,,,,
8.83,2.853,3.995,4,,,,
8.835,2.855,3.993,4,,,,
8.84,2.832,4.017,4,,,,
8.845,2.865,3.983,4,,,,
8.85,2.904,3.943,4,,,,
8.855,2.857,3.995,4,,,,
8.86,2.835,4.017,4,,,,
8.865,2.856,3.995,4,,,,
8.87,2.863,3.988,4,,,,
8.875,2.801,4.053,4,,,,
8.88,2.811,4.04,4,,,,
8.885,2.864,3.983,4,,,,
8.89,2.872,3.975,4,,,,
8.895,2.84,4.01,4,,,,
8.9,2.858,3.99,4,,,,
8.905,2.907,3.94,4,,,,
8.91,2.848,4.005,4,,,,
8.915,2.818,4.035,4,,,,
8.92,2.848,4.003,4,,,,
8.925,2.862,3.988,4,,,,
8.93,2.805,4.047,4,,,,
8.935,2.817,4.033,4,,,,
8.94,2.873,3.972,4,,,,
8.945,2.884,3.963,4,,,,
8.95,2.836,4.015,4,,,,
8.955,2.857,3.993,4,,,,
8.96,2.893,3.955,4,,,,
8.965,2.842,4.01,4,,,,
8.97,2.818,4.035,4,,,,
8.975,2.855,3.995,4,,,,
8.98,2.86,3.99,4,,,,
8.985,2.809,4.043,4,,,,
8.99,2.827,4.023,4,,,,
8.995,2.883,3.963,4,,,,
9,2.885,3.963,4,,,,
9.005,2.834,4.017,4,,,,
9.01,2.843,4.008,4,,,,
9.015,2.874,3.975,4,,,,
9.02,2.841,4.01,4,,,,
9.025,2.822,4.03,4,,,,
9.03,2.849,4,4,,,,
9.035,2.868,3.98,4,,,,
9.04,2.816,4.035,4,,,,
9.045,2.838,4.01,4,,,,
9.05,2.884,3.963,4,,,,
9.055,2.891,3.957,4,,,,
9.06,2.837,4.015,4,,,,
9.065,2.832,4.02,4,,,,
9.07,2.872,3.977,4,,,,
9.075,2.844,4.008,4,,,,
9.08,2.815,4.037,4,,,,
9.085,2.844,4.005,4,,,,
9.09,2.875,3.972,4,,,,
9.095,2.823,4.027,4,,,,
9.1,2.839,4.01,4,,,,
9.105,2.887,3.96,4,,,,
9.11,2.891,3.957,4,,,,
9.115,2.823,4.03,4,,,,
9.12,2.822,4.03,4,,,,
9.125,2.859,3.99,4,,,,
9.13,2.838,4.012,4,,,,
9.135,2.815,4.035,4,,,,
9.14,2.859,3.988,4,,,,
9.145,2.884,3.963,4,,,,
9.15,2.828,4.023,4,,,,
9.155,2.858,3.99,4,,,,
9.16,2.895,3.952,4,,,,
9.165,2.885,3.965,4,,,,
9.17,2.817,4.037,4,,,,
9.175,2.818,4.035,4,,,,
9.18,2.862,3.988,4,,,,
9.185,2.838,4.012,4,,,,
9.19,2.821,4.03,4,,,,
9.195,2.858,3.99,4,,,,
9.2,2.88,3.967,4,,,,
9.205,2.838,4.012,4,,,,
9.21,2.855,3.995,4,,,,
9.215,2.881,3.967,4,,,,
9.22,2.89,3.96,4,,,,
9.225,2.815,4.04,4,,,,
9.23,2.816,4.037,4,,,,
9.235,2.857,3.993,4,,,,
9.24,2.843,4.008,4,,,,
9.245,2.818,4.033,4,,,,
9.25,2.865,3.983,4,,,,
9.255,2.892,3.955,4,,,,
9.26,2.846,4.005,4,,,,
9.265,2.851,4,4,,,,
9.27,2.892,3.957,4,,,,
9.275,2.89,3.963,4,,,,
9.28,2.814,4.043,4,,,,
9.285,2.812,4.043,4,,,,
9.29,2.86,3.99,4,,,,
9.295,2.844,4.008,4,,,,
9.3,2.822,4.03,4,,,,
9.305,2.861,3.988,4,,,,
9.31,2.896,3.952,4,,,,
9.315,2.843,4.01,4,,,,
9.32,2.859,3.993,4,,,,
9.325,2.889,3.963,4,,,,
9.33,2.883,3.97,4,,,,
9.335,2.813,4.045,4,,,,
9.34,2.813,4.043,4,,,,
9.345,2.856,3.995,4,,,,
9.35,2.847,4.005,4,,,,
9.355,2.825,4.027,4,,,,
9.36,2.864,3.985,4,,,,
9.365,2.896,3.952,4,,,,
9.37,2.853,4,4,,,,
9.375,2.863,3.99,4,,,,
9.38,2.885,3.967,4,,,,
9.385,2.889,3.965,4,,,,
9.39,2.812,4.047,4,,,,
9.395,2.814,4.043,4,,,,
9.4,2.857,3.995,4,,,,
9.405,2.86,3.993,4,,,,
9.41,2.829,4.025,4,,,,
9.415,2.864,3.988,4,,,,
9.42,2.906,3.945,4,,,,
9.425,2.853,4.003,4,,,,
9.43,2.858,3.997,4,,,,
9.435,2.882,3.972,4,,,,
9.44,2.883,3.972,4,,,,
9.445,2.81,4.05,4,,,,
9.45,2.812,4.045,4,,,,
9.455,2.863,3.99,4,,,,
9.46,2.861,3.993,4,,,,
9.465,2.835,4.02,4,,,,
9.47,2.872,3.98,4,,,,
9.475,2.91,3.943,4,,,,
9.48,2.86,3.997,4,,,,
9.485,2.862,3.995,4,,,,
9.49,2.882,3.975,4,,,,
9.495,2.878,3.98,4,,,,
